lexeme,stem,class,regular,last,last2,last3,last4,first,first2,first3,first4
desestimar,desestim,ar-regular,1,m,i,t,s,d,e,s,e
desfasar,desfas,ar-regular,1,s,a,f,s,d,e,s,f
desfigurar,desfigur,ar-regular,1,r,u,g,i,d,e,s,f
desfilar,desfil,ar-regular,1,l,i,f,s,d,e,s,f
desfogar,desfog,ar-regular,1,g,o,f,s,d,e,s,f
desgajar,desgaj,ar-regular,1,j,a,g,s,d,e,s,g
desgarrar,desgaR,ar-regular,1,R,a,g,s,d,e,s,g
desgastar,desgast,ar-regular,1,t,s,a,g,d,e,s,g
desglosar,desglos,ar-regular,1,s,o,l,g,d,e,s,g
desgraciar,desgrazi,ar-regular,1,i,z,a,r,d,e,s,g
desgranar,desgran,ar-regular,1,n,a,r,g,d,e,s,g
desgravar,desgrab,ar-regular,1,b,a,r,g,d,e,s,g
desguazar,desguaz,ar-regular,1,z,a,u,g,d,e,s,g
deshabitar,desabit,ar-regular,1,t,i,b,a,d,e,s,a
desheredar,desered,ar-regular,1,d,e,r,e,d,e,s,e
deshojar,desoj,ar-regular,1,j,o,s,e,d,e,s,o
deshuesar,desues,ar-regular,1,s,e,u,s,d,e,s,u
designar,design,ar-regular,1,n,g,i,s,d,e,s,i
desilusionar,desilusion,ar-regular,1,n,o,i,s,d,e,s,i
desinformar,desinform,ar-regular,1,m,r,o,f,d,e,s,i
desintegrar,desintegr,ar-regular,1,r,g,e,t,d,e,s,i
deslavar,deslab,ar-regular,1,b,a,l,s,d,e,s,l
desligar,deslig,ar-regular,1,g,i,l,s,d,e,s,l
deslindar,deslind,ar-regular,1,d,n,i,l,d,e,s,l
deslizar,desliz,ar-regular,1,z,i,l,s,d,e,s,l
deslumbrar,deslumbr,ar-regular,1,r,b,m,u,d,e,s,l
desmantelar,desmantel,ar-regular,1,l,e,t,n,d,e,s,m
desmayar,desmaL,ar-regular,1,L,a,m,s,d,e,s,m
desmedrar,desmedr,ar-regular,1,r,d,e,m,d,e,s,m
desmembrar,desmembr,ar-ie,0,r,b,m,e,d,e,s,m
desmenuzar,desmenuz,ar-regular,1,z,u,n,e,d,e,s,m
desmigajar,desmigaj,ar-regular,1,j,a,g,i,d,e,s,m
desmilitarizar,desmilitariz,ar-regular,1,z,i,r,a,d,e,s,m
desmontar,desmont,ar-regular,1,t,n,o,m,d,e,s,m
desmoralizar,desmoraliz,ar-regular,1,z,i,l,a,d,e,s,m
desmoronar,desmoron,ar-regular,1,n,o,r,o,d,e,s,m
desmovilizar,desmobiliz,ar-regular,1,z,i,l,i,d,e,s,m
desnatar,desnat,ar-regular,1,t,a,n,s,d,e,s,n
desnaturalizar,desnaturaliz,ar-regular,1,z,i,l,a,d,e,s,n
desnivelar,desnibel,ar-regular,1,l,e,b,i,d,e,s,n
desnudar,desnud,ar-regular,1,d,u,n,s,d,e,s,n
desocupar,desocup,ar-regular,1,p,u,c,o,d,e,s,o
desolar,desol,ar-ue,0,l,o,s,e,d,e,s,o
desorbitar,desorbit,ar-regular,1,t,i,b,r,d,e,s,o
desordenar,desorden,ar-regular,1,n,e,d,r,d,e,s,o
desorganizar,desorganiz,ar-regular,1,z,i,n,a,d,e,s,o
desorientar,desorient,ar-regular,1,t,n,e,i,d,e,s,o
despachar,despaC,ar-regular,1,C,a,p,s,d,e,s,p
desparramar,despaRam,ar-regular,1,m,a,R,a,d,e,s,p
despedazar,despedaz,ar-regular,1,z,a,d,e,d,e,s,p
despegar,despeg,ar-regular,1,g,e,p,s,d,e,s,p
despeinar,despein,ar-regular,1,n,i,e,p,d,e,s,p
despejar,despej,ar-regular,1,j,e,p,s,d,e,s,p
desperdiciar,desperdizi,ar-regular,1,i,z,i,d,d,e,s,p
desperdigar,desperdig,ar-regular,1,g,i,d,r,d,e,s,p
despertar,despert,ar-ie,0,t,r,e,p,d,e,s,p
despilfarrar,despilfaR,ar-regular,1,R,a,f,l,d,e,s,p
despistar,despist,ar-regular,1,t,s,i,p,d,e,s,p
desplantar,desplant,ar-regular,1,t,n,a,l,d,e,s,p
desplazar,desplaz,ar-regular,1,z,a,l,p,d,e,s,p
desplegar,despleg,ar-ie,0,g,e,l,p,d,e,s,p
despoblar,despobl,ar-ue,0,l,b,o,p,d,e,s,p
despojar,despoj,ar-regular,1,j,o,p,s,d,e,s,p
despreciar,desprezi,ar-regular,1,i,z,e,r,d,e,s,p
desprestigiar,desprestiji,ar-regular,1,i,j,i,t,d,e,s,p
desquiciar,descizi,ar-regular,1,i,z,i,c,d,e,s,c
desquitar,descit,ar-regular,1,t,i,c,s,d,e,s,c
destacar,destac,ar-regular,1,c,a,t,s,d,e,s,t
destapar,destap,ar-regular,1,p,a,t,s,d,e,s,t
destemplar,destempl,ar-regular,1,l,p,m,e,d,e,s,t
desterrar,desteR,ar-ie,0,R,e,t,s,d,e,s,t
destinar,destin,ar-regular,1,n,i,t,s,d,e,s,t
destrabar,destrab,ar-regular,1,b,a,r,t,d,e,s,t
destronar,destron,ar-regular,1,n,o,r,t,d,e,s,t
destrozar,destroz,ar-regular,1,z,o,r,t,d,e,s,t
desusar,desus,ar-regular,1,s,u,s,e,d,e,s,u
desvalorizar,desbaloriz,ar-regular,1,z,i,r,o,d,e,s,b
desvariar,desbari,ar-regular,1,i,r,a,b,d,e,s,b
desvelar,desbel,ar-regular,1,l,e,b,s,d,e,s,b
desviar,desbi,ar-regular,1,i,b,s,e,d,e,s,b
desvincular,desbincul,ar-regular,1,l,u,c,n,d,e,s,b
desvirtuar,desbirtu,ar-regular,1,u,t,r,i,d,e,s,b
detallar,detaL,ar-regular,1,L,a,t,e,d,e,t,a
detectar,detect,ar-regular,1,t,c,e,t,d,e,t,e
detentar,detent,ar-regular,1,t,n,e,t,d,e,t,e
deteriorar,deterior,ar-regular,1,r,o,i,r,d,e,t,e
determinar,determin,ar-regular,1,n,i,m,r,d,e,t,e
detestar,detest,ar-regular,1,t,s,e,t,d,e,t,e
detonar,deton,ar-regular,1,n,o,t,e,d,e,t,o
devaluar,debalu,ar-regular,1,u,l,a,b,d,e,b,a
devastar,debast,ar-regular,1,t,s,a,b,d,e,b,a
devengar,debeng,ar-regular,1,g,n,e,b,d,e,b,e
devorar,debor,ar-regular,1,r,o,b,e,d,e,b,o
diagnosticar,diagnostic,ar-regular,1,c,i,t,s,d,i,a,g
dialogar,dialog,ar-regular,1,g,o,l,a,d,i,a,l
dibujar,dibuj,ar-regular,1,j,u,b,i,d,i,b,u
dictaminar,dictamin,ar-regular,1,n,i,m,a,d,i,c,t
dictar,dict,ar-regular,1,t,c,i,d,d,i,c,t
diezmar,diezm,ar-regular,1,m,z,e,i,d,i,e,z
difamar,difam,ar-regular,1,m,a,f,i,d,i,f,a
diferenciar,diferenzi,ar-regular,1,i,z,n,e,d,i,f,e
dificultar,dificult,ar-regular,1,t,l,u,c,d,i,f,i
difuminar,difumin,ar-regular,1,n,i,m,u,d,i,f,u
dignificar,dignific,ar-regular,1,c,i,f,i,d,i,g,n
dilapidar,dilapid,ar-regular,1,d,i,p,a,d,i,l,a
dilatar,dilat,ar-regular,1,t,a,l,i,d,i,l,a
diligenciar,dilijenzi,ar-regular,1,i,z,n,e,d,i,l,i
dilucidar,diluzid,ar-regular,1,d,i,z,u,d,i,l,u
dimensionar,dimension,ar-regular,1,n,o,i,s,d,i,m,e
diputar,diput,ar-regular,1,t,u,p,i,d,i,p,u
direccionar,direczion,ar-regular,1,n,o,i,z,d,i,r,e
discapacitar,discapazit,ar-regular,1,t,i,z,a,d,i,s,c
disciplinar,disziplin,ar-regular,1,n,i,l,p,d,i,s,z
discrepar,discrep,ar-regular,1,p,e,r,c,d,i,s,c
discriminar,discrimin,ar-regular,1,n,i,m,i,d,i,s,c
disculpar,disculp,ar-regular,1,p,l,u,c,d,i,s,c
disecar,disec,ar-regular,1,c,e,s,i,d,i,s,e
diseminar,disemin,ar-regular,1,n,i,m,e,d,i,s,e
disfrazar,disfraz,ar-regular,1,z,a,r,f,d,i,s,f
disfrutar,disfrut,ar-regular,1,t,u,r,f,d,i,s,f
disgregar,disgreg,ar-regular,1,g,e,r,g,d,i,s,g
disgustar,disgust,ar-regular,1,t,s,u,g,d,i,s,g
disimular,disimul,ar-regular,1,l,u,m,i,d,i,s,i
disipar,disip,ar-regular,1,p,i,s,i,d,i,s,i
dislocar,disloc,ar-regular,1,c,o,l,s,d,i,s,l
disociar,disozi,ar-regular,1,i,z,o,s,d,i,s,o
disparar,dispar,ar-regular,1,r,a,p,s,d,i,s,p
disparatar,disparat,ar-regular,1,t,a,r,a,d,i,s,p
dispensar,dispens,ar-regular,1,s,n,e,p,d,i,s,p
dispersar,dispers,ar-regular,1,s,r,e,p,d,i,s,p
disputar,disput,ar-regular,1,t,u,p,s,d,i,s,p
distanciar,distanzi,ar-regular,1,i,z,n,a,d,i,s,t
distar,dist,ar-regular,1,t,s,i,d,d,i,s,t
distorsionar,distorsion,ar-regular,1,n,o,i,s,d,i,s,t
diversificar,dibersific,ar-regular,1,c,i,f,i,d,i,b,e
divisar,dibis,ar-regular,1,s,i,b,i,d,i,b,i
divorciar,diborzi,ar-regular,1,i,z,r,o,d,i,b,o
divulgar,dibulg,ar-regular,1,g,l,u,b,d,i,b,u
doblar,dobl,ar-regular,1,l,b,o,d,d,o,b,l
doblegar,dobleg,ar-regular,1,g,e,l,b,d,o,b,l
doctorar,doctor,ar-regular,1,r,o,t,c,d,o,c,t
documentar,document,ar-regular,1,t,n,e,m,d,o,c,u
domar,dom,ar-regular,1,m,o,d,,d,o,m,
domesticar,domestic,ar-regular,1,c,i,t,s,d,o,m,e
domiciliar,domizili,ar-regular,1,i,l,i,z,d,o,m,i
dominar,domin,ar-regular,1,n,i,m,o,d,o,m,i
donar,don,ar-regular,1,n,o,d,,d,o,n,
dopar,dop,ar-regular,1,p,o,d,,d,o,p,
dorar,dor,ar-regular,1,r,o,d,,d,o,r,
dormitar,dormit,ar-regular,1,t,i,m,r,d,o,r,m
dotar,dot,ar-regular,1,t,o,d,,d,o,t,
dragar,drag,ar-regular,1,g,a,r,d,d,r,a,g
dramatizar,dramatiz,ar-regular,1,z,i,t,a,d,r,a,m
drenar,dren,ar-regular,1,n,e,r,d,d,r,e,n
drogar,drog,ar-regular,1,g,o,r,d,d,r,o,g
duchar,duC,ar-regular,1,C,u,d,,d,u,C,
dudar,dud,ar-regular,1,d,u,d,,d,u,d,
duplicar,duplic,ar-regular,1,c,i,l,p,d,u,p,l
durar,dur,ar-regular,1,r,u,d,,d,u,r,
eclipsar,eclips,ar-regular,1,s,p,i,l,e,c,l,i
economizar,economiz,ar-regular,1,z,i,m,o,e,c,o,n
edificar,edific,ar-regular,1,c,i,f,i,e,d,i,f
editar,edit,ar-regular,1,t,i,d,e,e,d,i,t
educar,educ,ar-regular,1,c,u,d,e,e,d,u,c
efectuar,efectu,ar-regular,1,u,t,c,e,e,f,e,c
egresar,egres,ar-regular,1,s,e,r,g,e,g,r,e
ejecutar,ejecut,ar-regular,1,t,u,c,e,e,j,e,c
ejemplificar,ejemplific,ar-regular,1,c,i,f,i,e,j,e,m
ejercitar,ejerzit,ar-regular,1,t,i,z,r,e,j,e,r
elaborar,elabor,ar-regular,1,r,o,b,a,e,l,a,b
elevar,eleb,ar-regular,1,b,e,l,e,e,l,e,b
eliminar,elimin,ar-regular,1,n,i,m,i,e,l,i,m
elogiar,eloji,ar-regular,1,i,j,o,l,e,l,o,j
emanar,eman,ar-regular,1,n,a,m,e,e,m,a,n
embadurnar,embadurn,ar-regular,1,n,r,u,d,e,m,b,a
embalsar,embals,ar-regular,1,s,l,a,b,e,m,b,a
embarazar,embaraz,ar-regular,1,z,a,r,a,e,m,b,a
embarcar,embarc,ar-regular,1,c,r,a,b,e,m,b,a
embargar,embarg,ar-regular,1,g,r,a,b,e,m,b,a
embocar,emboc,ar-regular,1,c,o,b,m,e,m,b,o
embolar,embol,ar-regular,1,l,o,b,m,e,m,b,o
embolsar,embols,ar-regular,1,s,l,o,b,e,m,b,o
emborrachar,emboRaC,ar-regular,1,C,a,R,o,e,m,b,o
emborronar,emboRon,ar-regular,1,n,o,R,o,e,m,b,o
embotellar,emboteL,ar-regular,1,L,e,t,o,e,m,b,o
embozar,emboz,ar-regular,1,z,o,b,m,e,m,b,o
embragar,embrag,ar-regular,1,g,a,r,b,e,m,b,r
embriagar,embriag,ar-regular,1,g,a,i,r,e,m,b,r
embrollar,embroL,ar-regular,1,L,o,r,b,e,m,b,r
embrujar,embruj,ar-regular,1,j,u,r,b,e,m,b,r
emigrar,emigr,ar-regular,1,r,g,i,m,e,m,i,g
emocionar,emozion,ar-regular,1,n,o,i,z,e,m,o,z
empachar,empaC,ar-regular,1,C,a,p,m,e,m,p,a
empadronar,empadron,ar-regular,1,n,o,r,d,e,m,p,a
empalmar,empalm,ar-regular,1,m,l,a,p,e,m,p,a
empanar,empan,ar-regular,1,n,a,p,m,e,m,p,a
empantanar,empantan,ar-regular,1,n,a,t,n,e,m,p,a
empapar,empap,ar-regular,1,p,a,p,m,e,m,p,a
empaquetar,empacet,ar-regular,1,t,e,c,a,e,m,p,a
emparejar,emparej,ar-regular,1,j,e,r,a,e,m,p,a
emparentar,emparent,ar-ie,0,t,n,e,r,e,m,p,a
empastar,empast,ar-regular,1,t,s,a,p,e,m,p,a
empatar,empat,ar-regular,1,t,a,p,m,e,m,p,a
empedrar,empedr,ar-ie,0,r,d,e,p,e,m,p,e
empeorar,empeor,ar-regular,1,r,o,e,p,e,m,p,e
empezar,empez,ar-ie,0,z,e,p,m,e,m,p,e
empinar,empin,ar-regular,1,n,i,p,m,e,m,p,i
emplazar,emplaz,ar-regular,1,z,a,l,p,e,m,p,l
emplear,emple,ar-regular,1,e,l,p,m,e,m,p,l
empollar,empoL,ar-regular,1,L,o,p,m,e,m,p,o
empotrar,empotr,ar-regular,1,r,t,o,p,e,m,p,o
empujar,empuj,ar-regular,1,j,u,p,m,e,m,p,u
emular,emul,ar-regular,1,l,u,m,e,e,m,u,l
enajenar,enajen,ar-regular,1,n,e,j,a,e,n,a,j
enamorar,enamor,ar-regular,1,r,o,m,a,e,n,a,m
enarbolar,enarbol,ar-regular,1,l,o,b,r,e,n,a,r
encabezar,encabez,ar-regular,1,z,e,b,a,e,n,c,a
encabronar,encabron,ar-regular,1,n,o,r,b,e,n,c,a
encachar,encaC,ar-regular,1,C,a,c,n,e,n,c,a
encadenar,encaden,ar-regular,1,n,e,d,a,e,n,c,a
encajar,encaj,ar-regular,1,j,a,c,n,e,n,c,a
encajonar,encajon,ar-regular,1,n,o,j,a,e,n,c,a
encalar,encal,ar-regular,1,l,a,c,n,e,n,c,a
encamar,encam,ar-regular,1,m,a,c,n,e,n,c,a
encaminar,encamin,ar-regular,1,n,i,m,a,e,n,c,a
encandilar,encandil,ar-regular,1,l,i,d,n,e,n,c,a
encantar,encant,ar-regular,1,t,n,a,c,e,n,c,a
encapuchar,encapuC,ar-regular,1,C,u,p,a,e,n,c,a
encarar,encar,ar-regular,1,r,a,c,n,e,n,c,a
encarcelar,encarzel,ar-regular,1,l,e,z,r,e,n,c,a
encargar,encarg,ar-regular,1,g,r,a,c,e,n,c,a
encarnar,encarn,ar-regular,1,n,r,a,c,e,n,c,a
encarnizar,encarniz,ar-regular,1,z,i,n,r,e,n,c,a
encarrilar,encaRil,ar-regular,1,l,i,R,a,e,n,c,a
encartar,encart,ar-regular,1,t,r,a,c,e,n,c,a
encausar,encaus,ar-regular,1,s,u,a,c,e,n,c,a
encauzar,encauz,ar-regular,1,z,u,a,c,e,n,c,a
encerar,enzer,ar-regular,1,r,e,z,n,e,n,z,e
encerrar,enzeR,ar-ie,0,R,e,z,n,e,n,z,e
encestar,enzest,ar-regular,1,t,s,e,z,e,n,z,e
encharcar,enCarc,ar-regular,1,c,r,a,C,e,n,C,a
enchilar,enCil,ar-regular,1,l,i,C,n,e,n,C,i
enchufar,enCuf,ar-regular,1,f,u,C,n,e,n,C,u
enclaustrar,enclaustr,ar-regular,1,r,t,s,u,e,n,c,l
enclavar,enclab,ar-regular,1,b,a,l,c,e,n,c,l
encolerizar,encoleriz,ar-regular,1,z,i,r,e,e,n,c,o
encomendar,encomend,ar-ie,0,d,n,e,m,e,n,c,o
encomiar,encomi,ar-regular,1,i,m,o,c,e,n,c,o
enconar,encon,ar-regular,1,n,o,c,n,e,n,c,o
encontrar,encontr,ar-ue,0,r,t,n,o,e,n,c,o
encrespar,encresp,ar-regular,1,p,s,e,r,e,n,c,r
encuadrar,encuadr,ar-regular,1,r,d,a,u,e,n,c,u
encuestar,encuest,ar-regular,1,t,s,e,u,e,n,c,u
encumbrar,encumbr,ar-regular,1,r,b,m,u,e,n,c,u
enderezar,enderez,ar-regular,1,z,e,r,e,e,n,d,e
endosar,endos,ar-regular,1,s,o,d,n,e,n,d,o
enemistar,enemist,ar-regular,1,t,s,i,m,e,n,e,m
enervar,enerb,ar-regular,1,b,r,e,n,e,n,e,r
enfadar,enfad,ar-regular,1,d,a,f,n,e,n,f,a
enfatizar,enfatiz,ar-regular,1,z,i,t,a,e,n,f,a
enfermar,enferm,ar-regular,1,m,r,e,f,e,n,f,e
enfervorizar,enferboriz,ar-regular,1,z,i,r,o,e,n,f,e
enfilar,enfil,ar-regular,1,l,i,f,n,e,n,f,i
enfocar,enfoc,ar-regular,1,c,o,f,n,e,n,f,o
enfrentar,enfrent,ar-regular,1,t,n,e,r,e,n,f,r
enfriar,enfri,ar-regular,1,i,r,f,n,e,n,f,r
engalanar,engalan,ar-regular,1,n,a,l,a,e,n,g,a
enganchar,enganC,ar-regular,1,C,n,a,g,e,n,g,a
engarzar,engarz,ar-regular,1,z,r,a,g,e,n,g,a
engendrar,enjendr,ar-regular,1,r,d,n,e,e,n,j,e
englobar,englob,ar-regular,1,b,o,l,g,e,n,g,l
engordar,engord,ar-regular,1,d,r,o,g,e,n,g,o
engranar,engran,ar-regular,1,n,a,r,g,e,n,g,r
engrasar,engras,ar-regular,1,s,a,r,g,e,n,g,r
engrosar,engros,ar-regular,1,s,o,r,g,e,n,g,r
enjaular,enjaul,ar-regular,1,l,u,a,j,e,n,j,a
enjugar,enjug,ar-regular,1,g,u,j,n,e,n,j,u
enjuiciar,enjuizi,ar-regular,1,i,z,i,u,e,n,j,u
enlatar,enlat,ar-regular,1,t,a,l,n,e,n,l,a
enlazar,enlaz,ar-regular,1,z,a,l,n,e,n,l,a
enmarcar,enmarc,ar-regular,1,c,r,a,m,e,n,m,a
enmascarar,enmascar,ar-regular,1,r,a,c,s,e,n,m,a
enmendar,enmend,ar-ie,0,d,n,e,m,e,n,m,e
enojar,enoj,ar-regular,1,j,o,n,e,e,n,o,j
enraizar,enraiz,ar-regular,1,z,i,a,r,e,n,r,a
enramar,enram,ar-regular,1,m,a,r,n,e,n,r,a
enredar,enred,ar-regular,1,d,e,r,n,e,n,r,e
enrolar,enrol,ar-regular,1,l,o,r,n,e,n,r,o
enrollar,enroL,ar-regular,1,L,o,r,n,e,n,r,o
enroscar,enrosc,ar-regular,1,c,s,o,r,e,n,r,o
ensalzar,ensalz,ar-regular,1,z,l,a,s,e,n,s,a
ensamblar,ensambl,ar-regular,1,l,b,m,a,e,n,s,a
ensanchar,ensanC,ar-regular,1,C,n,a,s,e,n,s,a
ensangrentar,ensangrent,ar-ie,0,t,n,e,r,e,n,s,a
ensayar,ensaL,ar-regular,1,L,a,s,n,e,n,s,a
ensenar,ensen,ar-regular,1,n,e,s,n,e,n,s,e
ensuciar,ensuzi,ar-regular,1,i,z,u,s,e,n,s,u
entablar,entabl,ar-regular,1,l,b,a,t,e,n,t,a
enterar,enter,ar-regular,1,r,e,t,n,e,n,t,e
enterrar,enteR,ar-ie,0,R,e,t,n,e,n,t,e
entonar,enton,ar-regular,1,n,o,t,n,e,n,t,o
entrar,entr,ar-regular,1,r,t,n,e,e,n,t,r
entrecerrar,entrezeR,ar-ie,0,R,e,z,e,e,n,t,r
entrecortar,entrecort,ar-regular,1,t,r,o,c,e,n,t,r
entregar,entreg,ar-regular,1,g,e,r,t,e,n,t,r
entrelazar,entrelaz,ar-regular,1,z,a,l,e,e,n,t,r
entremezclar,entremezcl,ar-regular,1,l,c,z,e,e,n,t,r
entrenar,entren,ar-regular,1,n,e,r,t,e,n,t,r
entreverar,entreber,ar-regular,1,r,e,b,e,e,n,t,r
entrevistar,entrebist,ar-regular,1,t,s,i,b,e,n,t,r
entroncar,entronc,ar-regular,1,c,n,o,r,e,n,t,r
enturbiar,enturbi,ar-regular,1,i,b,r,u,e,n,t,u
entusiasmar,entusiasm,ar-regular,1,m,s,a,i,e,n,t,u
enumerar,enumer,ar-regular,1,r,e,m,u,e,n,u,m
enunciar,enunzi,ar-regular,1,i,z,n,u,e,n,u,n
envainar,enbain,ar-regular,1,n,i,a,b,e,n,b,a
envasar,enbas,ar-regular,1,s,a,b,n,e,n,b,a
envenenar,enbenen,ar-regular,1,n,e,n,e,e,n,b,e
enviar,enbi,ar-regular,1,i,b,n,e,e,n,b,i
enviciar,enbizi,ar-regular,1,i,z,i,b,e,n,b,i
envidiar,enbidi,ar-regular,1,i,d,i,b,e,n,b,i
enzarzar,enzarz,ar-regular,1,z,r,a,z,e,n,z,a
equilibrar,ecilibr,ar-regular,1,r,b,i,l,e,c,i,l
equipar,ecip,ar-regular,1,p,i,c,e,e,c,i,p
equiparar,ecipar,ar-regular,1,r,a,p,i,e,c,i,p
equivocar,eciboc,ar-regular,1,c,o,b,i,e,c,i,b
erizar,eriz,ar-regular,1,z,i,r,e,e,r,i,z
erogar,erog,ar-regular,1,g,o,r,e,e,r,o,g
erosionar,erosion,ar-regular,1,n,o,i,s,e,r,o,s
erradicar,eRadic,ar-regular,1,c,i,d,a,e,R,a,d
esbozar,esboz,ar-regular,1,z,o,b,s,e,s,b,o
escabechar,escabeC,ar-regular,1,C,e,b,a,e,s,c,a
escalar,escal,ar-regular,1,l,a,c,s,e,s,c,a
escalonar,escalon,ar-regular,1,n,o,l,a,e,s,c,a
escamar,escam,ar-regular,1,m,a,c,s,e,s,c,a
escamotear,escamote,ar-regular,1,e,t,o,m,e,s,c,a
escandalizar,escandaliz,ar-regular,1,z,i,l,a,e,s,c,a
escapar,escap,ar-regular,1,p,a,c,s,e,s,c,a
escarbar,escarb,ar-regular,1,b,r,a,c,e,s,c,a
escardar,escard,ar-regular,1,d,r,a,c,e,s,c,a
escarmentar,escarment,ar-ie,0,t,n,e,m,e,s,c,a
escarpar,escarp,ar-regular,1,p,r,a,c,e,s,c,a
escasear,escase,ar-regular,1,e,s,a,c,e,s,c,a
escatimar,escatim,ar-regular,1,m,i,t,a,e,s,c,a
escayolar,escaLol,ar-regular,1,l,o,L,a,e,s,c,a
escenificar,eszenific,ar-regular,1,c,i,f,i,e,s,z,e
esclavizar,esclabiz,ar-regular,1,z,i,b,a,e,s,c,l
escolar,escol,ar-ue,0,l,o,c,s,e,s,c,o
escoltar,escolt,ar-regular,1,t,l,o,c,e,s,c,o
escorar,escor,ar-regular,1,r,o,c,s,e,s,c,o
escotar,escot,ar-regular,1,t,o,c,s,e,s,c,o
escriturar,escritur,ar-regular,1,r,u,t,i,e,s,c,r
escrutar,escrut,ar-regular,1,t,u,r,c,e,s,c,r
escuadrar,escuadr,ar-regular,1,r,d,a,u,e,s,c,u
escuchar,escuC,ar-regular,1,C,u,c,s,e,s,c,u
escudar,escud,ar-regular,1,d,u,c,s,e,s,c,u
esforzar,esforz,ar-ue,0,z,r,o,f,e,s,f,o
esfumar,esfum,ar-regular,1,m,u,f,s,e,s,f,u
eslabonar,eslabon,ar-regular,1,n,o,b,a,e,s,l,a
esmaltar,esmalt,ar-regular,1,t,l,a,m,e,s,m,a
esmerar,esmer,ar-regular,1,r,e,m,s,e,s,m,e
espabilar,espabil,ar-regular,1,l,i,b,a,e,s,p,a
espachurrar,espaCuR,ar-regular,1,R,u,C,a,e,s,p,a
espaciar,espazi,ar-regular,1,i,z,a,p,e,s,p,a
espantar,espant,ar-regular,1,t,n,a,p,e,s,p,a
especificar,espezific,ar-regular,1,c,i,f,i,e,s,p,e
especular,especul,ar-regular,1,l,u,c,e,e,s,p,e
esperanzar,esperanz,ar-regular,1,z,n,a,r,e,s,p,e
esperar,esper,ar-regular,1,r,e,p,s,e,s,p,e
espesar,espes,ar-regular,1,s,e,p,s,e,s,p,e
espetar,espet,ar-regular,1,t,e,p,s,e,s,p,e
espiar,espi,ar-regular,1,i,p,s,e,e,s,p,i
espigar,espig,ar-regular,1,g,i,p,s,e,s,p,i
espolvorear,espolbore,ar-regular,1,e,r,o,b,e,s,p,o
esponjar,esponj,ar-regular,1,j,n,o,p,e,s,p,o
esposar,espos,ar-regular,1,s,o,p,s,e,s,p,o
esquematizar,escematiz,ar-regular,1,z,i,t,a,e,s,c,e
esquiar,esci,ar-regular,1,i,c,s,e,e,s,c,i
esquilmar,escilm,ar-regular,1,m,l,i,c,e,s,c,i
esquivar,escib,ar-regular,1,b,i,c,s,e,s,c,i
estabilizar,estabiliz,ar-regular,1,z,i,l,i,e,s,t,a
estacionar,estazion,ar-regular,1,n,o,i,z,e,s,t,a
estafar,estaf,ar-regular,1,f,a,t,s,e,s,t,a
estallar,estaL,ar-regular,1,L,a,t,s,e,s,t,a
estampar,estamp,ar-regular,1,p,m,a,t,e,s,t,a
estancar,estanc,ar-regular,1,c,n,a,t,e,s,t,a
estandarizar,estandariz,ar-regular,1,z,i,r,a,e,s,t,a
estereotipar,estereotip,ar-regular,1,p,i,t,o,e,s,t,e
esterilizar,esteriliz,ar-regular,1,z,i,l,i,e,s,t,e
estibar,estib,ar-regular,1,b,i,t,s,e,s,t,i
estigmatizar,estigmatiz,ar-regular,1,z,i,t,a,e,s,t,i
estilar,estil,ar-regular,1,l,i,t,s,e,s,t,i
estilizar,estiliz,ar-regular,1,z,i,l,i,e,s,t,i
estimar,estim,ar-regular,1,m,i,t,s,e,s,t,i
estimular,estimul,ar-regular,1,l,u,m,i,e,s,t,i
estipular,estipul,ar-regular,1,l,u,p,i,e,s,t,i
estirar,estir,ar-regular,1,r,i,t,s,e,s,t,i
estofar,estof,ar-regular,1,f,o,t,s,e,s,t,o
estorbar,estorb,ar-regular,1,b,r,o,t,e,s,t,o
estornudar,estornud,ar-regular,1,d,u,n,r,e,s,t,o
estrangular,estrangul,ar-regular,1,l,u,g,n,e,s,t,r
estratificar,estratific,ar-regular,1,c,i,f,i,e,s,t,r
estrechar,estreC,ar-regular,1,C,e,r,t,e,s,t,r
estrellar,estreL,ar-regular,1,L,e,r,t,e,s,t,r
estrenar,estren,ar-regular,1,n,e,r,t,e,s,t,r
estresar,estres,ar-regular,1,s,e,r,t,e,s,t,r
estriar,estri,ar-regular,1,i,r,t,s,e,s,t,r
estribar,estrib,ar-regular,1,b,i,r,t,e,s,t,r
estropear,estrope,ar-regular,1,e,p,o,r,e,s,t,r
estructurar,estructur,ar-regular,1,r,u,t,c,e,s,t,r
estrujar,estruj,ar-regular,1,j,u,r,t,e,s,t,r
estudiar,estudi,ar-regular,1,i,d,u,t,e,s,t,u
etiquetar,eticet,ar-regular,1,t,e,c,i,e,t,i,c
evacuar,ebacu,ar-regular,1,u,c,a,b,e,b,a,c
evaluar,ebalu,ar-regular,1,u,l,a,b,e,b,a,l
evangelizar,ebanjeliz,ar-regular,1,z,i,l,e,e,b,a,n
evaporar,ebapor,ar-regular,1,r,o,p,a,e,b,a,p
evidenciar,ebidenzi,ar-regular,1,i,z,n,e,e,b,i,d
evitar,ebit,ar-regular,1,t,i,b,e,e,b,i,t
evocar,eboc,ar-regular,1,c,o,b,e,e,b,o,c
evolucionar,eboluzion,ar-regular,1,n,o,i,z,e,b,o,l
